text,label
"Monsieur qui ? Jacquouille. Toi, mon bougre, tu as une sale trogne !",-1
Mon animal est sous la table. Ne regardez pas !,-1
"Préparez-vous, les enfants ! Je crois que ça va être à nous !",1
"Mais enfin, vous vous êtes conduits comme des lâches !",-1
je suis allée au cimetière 1 fois ou 2 fois.,0
"Herr Liszt nous a donné des livres, je vais lire sur ma balançoire.",0
"Si t'es pas assuré, on te traite comme une merde.",-1
"Oh, dis donc, c'est pas bon ! C'est de la bouse, ce truc.",-1
"""M. Merrick n'a jamais été présenté à la société londonienne.",-1
"Bernadette, on ne peut pas rentrer comme ça chez Spontz.",-1
"Ce que tu as dans la bouche, c'est de l'art !",1
Ca devient de plus en plus dur de braquer les banques.,-1
"Laissez-moi ... ça brôle ! Allez, la vitrine, là, ouvrez-la !",-1
"Vous ne me faites pas peur, vous et votre Homme-éléphant.",1
"Eh bien, Gustav ? Tu te bats tout seul ?",0
Pourquoi es-tu toujours une telle source de déception pour moi ?,-1
"Je ne veux pas vous affoler, mais si la moelle épinière est touchée, c'est paralysé à tous les coups.",-1
"J'arrive de Belgique, une fois, et je suis très intéressé par votre roman...",1
Mais qu'est-ce qui se passe ? On torture ici ?,0
Vous ne comprenez rien ? Je vous ai dit qui j'étais parce que je nous croyais foutus.,-1
Il n'a rien  craindre de ta pitoyable petite bande.,-1
Comme c’est beau ici. Si calme. Et le ciel ...,1
On passe pour quoi ! Mais y a des troncs.,0
"Si tu reviens à la charge, je vous dénonce pour extorsion.",-1
Tu veux me faire honte devant tout le monde ?,-1
"Un million, pas plus ? C'est ça ou rien !",-1
"Vous faites quoi, là ? Rien, je viens prendre du Ruinart.",-1
Il faut avancer le rendez-vous dont je vous ai parlé.,1
Je lui ai certifié qu'il serait le seul client aujourd'hui.,1
"Frémontel, c'est bien le résistant dont vous m'avez parlé ?",0
"Je n'ai pas vraiment mon livre pour le moment, et Ron non plus.",-1
"Dépêche-toi de bouffer ta gaufre. On reste une heure, pas plus.",-1
"Vous venez de vous acheter un mois de détention, McLaggen.",-1
Tout le monde a l'air gai sous le ciel bleu clair.,1
et comme la plupart de tes collègues. tu ne t'améliores pas avec l'âge.,-1
"Oui, si on le demande poliment. S'il vous plaît !",0
"Michel, Michel ! Mais qu'est-ce que vous faites là ?",0
Et Frémontel ? Il connaît le coin. Ils se débrouilleront.,0
La vraie vie est bien pour ceux qui ne peuvent pas faire mieux.,1
"Qui de vous, mes braves, est prêt à ligoter cette jeune femme ravissante ?",1
"Allons, Bernadette, il ne faut pas avoir honte d'être gai.",1
"Tu as raison, l'âne. Je te pardonne de m'avoir frappé dans le dos !",-1
Tu leur as donné des noms ? Tu ne me l'as jamais dit.,-1
"Dès qu'on me voit, on hurle au secours. Un affreux ogre stupide !",-1
"Mais vous allez faire tourner bien des têtes, ce soir.",0
"Euh, en parlant de mouches... Votre manteau. C'est très irritant!",-1
"et que tu te barres à la moitié, je te dois la moitié du fric?",-1
"J'étais là quand vous lui avez dit de ne pas venir à l'hôpital, et... je l'ai vu si perdu, si misérable, que...",-1
Quel est l'endroit le plus fascinant que vous ayez vu ?,1
"Ah, je suis au moins content que vous ayez compris.",1
"Hunter, c'est probablement la chose la plus idiote que j'ai entendu de ma vie.",-1
Installé près de la vitre pour surveiller les voitures qui arrivaient.,0
"Ayant plaidé coupable, j'ai écopé de 7 mois d'assignation à résidence.",-1
Tu as des ailes ! Tu brilles dans le noir ! Tu parles !,1
Il ne restera plus que les généraux dans la salle.,0
On ne vous a pas appris les bonnes manières ?,-1
"Madame, voulez-vous aller sur le podium, s'il vous plaît ?",0
"Et ça a traîné partout : les marins, les filles, y en a marre.",-1
Tu vois. Tout le monde veut voir. On a bien besoin de rire.,1
"Je connais votre papa, j'ai fait une entorse au règlement.",-1
C'est une zone de guerre. Y a des morts. Détends-toi.,-1
"Tu as des enfants? Non, je ne suis même pas mariée.",-1
"Il faut être optimiste. Vous êtes d'accord, Mme Bidelle ?",1
Il faudra bien un jour que tu souries.,1
"Tu mènes ta vie indépendante, de ton côté de la maison.",1
"""et la vie, qui vit et reigne avec Toi et le Saint Esprit,",0
et nous tous et l'écosse tout entière ne subsisteront qu'en étant sans pitié.,-1
Je ne te savais pas aussi effrontée. Ce ne sont pas de pauvres petits.,-1
"C'est un peu vulgaire, mais on rigole en même temps.",1
Impossible de le savoir. C'est comme si vous me demandiez,-1
"Mais c'est fini, fertig, kaputt. Elle en aime un autre.",0
"...et attendre tranquillement la nuit. Ne soyez pas lâche, Michel !",-1
Je suis vraiment pas étonné que tu fasses le tournoi.,0
Le chef de notre expédition a disparu avec toutes ses découvertes.,-1
"Venez, mes amis. C'est une tradition de longue date !",1
"Non. Non, non. J'ai dû me tromper, je le connais pas.",-1
Qu'est-ce qu'il y a ? Goethe ! Sale traître !,-1
N'aie point peur ! Le château appartient désormais à ma famille.,1
"Jean-Pierre, ne hurle pas ! Je ne hurle pas !",-1
Il est très vieux New York. Je l'aime vraiment. Les peintures murales sont de Ludwig Bemelmans.,1
Tu m'as désobéi. Tu m'avais dit que tu couchais chez Jeanne.,-1
"Je n'ai pas le début d'une idée d'à quel point ce doit être difficle pour toi,",-1
"Médite cet exemple, ma fille. Apres plus de 20 ans de mariage !",1
"Croyez-moi, dans ce métier-là, on n'a pas facilement son dimanche.",-1
Ils ravitaillent leurs missiles et seront opérationnels dans 60 minutes.,0
Tu as toujours cet air-là quand tu penses à l'homme de ta vie.,1
"Je me lève à 5 h 30, me tape 90 min de trajet pour un boulot de merde",-1
"Non, papa, elle est toute propre, elle va se salir.",-1
Je meurs de faim. à manger ! Vieux fou !,-1
"Allez, on va au bar, y'a trois poulettes convaincues que je suis le patron.",1
"Le réalisme ? Tu en es totalement dépourvue, sans le savoir.",-1
"Votre cousin est très violent ! Tout à l'heure, au presbytère, il m'a pratiquement broyé une bourse !",-1
"Et ce, uniquement parce que je suis un bon souverain.",0
"Je suis le Guerrier Dragon, je dois sauver le kung-fu.",1
Pourquoi as-tu eu une seconde chance ? Dieu ne fait rien pour le spectacle.,-1
Et je suis si fier d'avoir écrit ce scénario avec vous.,1
C'est un hall de gare ou quoi ? Je vais faire payer la visite !,0
Il l'a vraiment accompagnée à l'école ! J'en étais sûr !,1
Cherchez ce gars que je connais. Il va doubler votre argent.,1
"Ce boomerang-là a une dynamique, un mouvement dans l'espace quand il est bien lancé, que je qualifierais de... de miraculeux.",1
ça fait 2 ans que j'attends ce moment. Vous allez comprendre votre douleur.,1
Avec ce porte-cigarette tu ferais un personnage de nul parfait.,1
et le malinois l'a mordu jusqu'au sang. Venez vite. C'est par là ... Mais ...,-1
"Je sais pas quoi te dire. Je sais, j'ai merdé.",-1
"La cachette, le petit train, tout ça. C'est moi. Vous allez me décorer.",1
"ça, je vais vous en faire un colombe. ça va être très, très bon.",1
Non ! Pas tant que je vivrai ! J'ai juré de veiller sur vous.,-1
"Tu vas l'adorer, Sam, pas de musique, de sponsor ni d'interview.",-1
Il renifle toute la journée le tissu de la princesse.,0
Je préviens tout le monde. Mon fils... n'importe qui !,0
"Au cœur de cette cité de Sevran, des fusillades.",-1
Vous seriez immobilisés ici pendant dix jours et dix nuits?,-1
Le Chapelier est l'un de mes amis les plus fidèles.,1
je vous conseille d'inclure le jus de citron dans votre régime.,0
"Ils demandent 20,000 lires pour un trou à rat et c'est plein de vermines.",-1
Ne faites pas ça. Je ne serai plus têtu. Donnez-moi une autre chance !,-1
Les zombies bouffent des cerveaux et elle en a pas !,-1
"Tu veux que j'appelle un groom ? Non, je me débrouillerai.",-1
Parfois il pleut à l’extérieur. C’est ainsi dans mes livres.,0
Un conte que j'aimerais vivre ! Un rêve de vieil homme.,1
"Je vous en prie, vous n’avez pas de temps à perdre.",1
"Et là, tu dis : ""Je proteste !"" Je n'ai pas le temps.",-1
"Et sur votre lit de mort, dans bien des années,",1
Je suis terrifiée par ce mariage. Et je sais que ça coûte beaucoup d'argent à John.,-1
"S’il veut savoir à qui appartient le pré, répondez :",0
"S’il veut savoir à qui appartiennent ces champs, dites-lui :",0
La très grande soprano Sumi Jo a accepté de chanter.,1
"Qu'est-ce que vous dûtes, vous ? Quand même, ma fillotte ! Vous m'aviez tristeusement abandonné !",-1
"C'est pas grave, je vous dis. Je le rappelle. On s'engueule tout le temps, on s'adore.",1
"Parce que ça sent le bouc ici ! C'est, c'est une infection !",-1
"Tu as de la chance, tu n'as pas été tué. Tu dois réaliser qui tu es, Harry.",1
"Tu veux le tuer ou quoi ? Je le découperai, j'ai une lame.",-1
"Merci, mais vous pouvez aussi vous transformer en lion ?",0
Tu me rens impatitient. je veux entendre cette stupidité fascinante.,1
Je dirais à tout le monde ce que j'ai fait.,0
Même ce gros débile de Robbie Friedman en a eu un.,0
Je veux que tu m'emmènes aux manèges ! Non. Je suis responsable de toi.,-1
Tu es perturbé à cause de ce qui s'est passé.,-1
"Excusez-moi, je suis sur l'autre ligne avec mon agent. Je vous rappelle dans une minute, quel est votre numéro ? 01.45. (Oh, non !) 90.56.03.",0
"Non, c'est pas nous. C'est Greenpeace, on vient de te dire.",-1
C'est. . . normal pour des petits garçons d'être jaloux.,-1
"vaut-il le risque pour toi, Martin ou notre famille ?",0
Je vais pas t'entamer la peau. Dis-moi quand tu sens.,0
"J'ai bien peur de ne pas le savoir, Herr Kommandant.",-1
Concluez ce marché et votre avenir chez nous sera assuré.,1
"On pourrait aller faire un tour à la campagne, demain.",0
"Tu ne vas pas comprendre les raisons, mais. . .",0
ça ne devrait pas compter ! Ce n'était pas ma question.,-1
Je suis rentré du Portugal il y a quatre jours.,0
"Maintenant, c'est le bouquet, la jarretière et le carnaval de Rio.",1
Là où vont tous ceux qui n'ont pas réponse à tout.,-1
Edward rachète Morse ? Il n'est pas venu prendre le soleil...,-1
Tu tombes amoureuse ! Qu'est-ce que je t'ai appris ?,1
"Certes, il a fallu du talent pour façonner ce simulateur.",0
"Tu es venue, je t'ai donné de l'argent, un toit...",-1
"Moi, je suis Gollum ! Tu vas voir ce qu'il va leur faire Gollum !",0
Vous captez ? On est de Détroit. Et fiers de l'être.,1
Et ce De Ribbentrop qui voudrait plafonner les frais professionnels à 500.000 marks par an !,-1
Il n'est même pas tiède et il n'y a pas de trace de radioactivité.,-1
nous aimerions que tu sois à la tête de I'équipe en sortie de tunnel.,1
C'est pas ce qu'on dit ? Mais bien sûr !,0
"L'argent, tu me diras, ce n'est rien, je pourrais payer.",-1
Deux questions pour cinq novdollars et une troisième en prime.,0
"-C'est toi qui as les clés ! Arrête, avec tes couilles.",-1
Mais si un conte de fées est réel. . .,1
je n'aurais pas tenu toutes ces années à la ferme.,-1
Cela ne change rien. Nous sommes liés par le mariage et je suis donc roi !,-1
"Je suis le running back et toi, tu me montres ce que tu dois faire.",0
Vous me foutez tout en l'air pour 1 800 $ ?,-1
Peux-tu ester à l'écart? Tu as une odeur de vieillard.,-1
"Non, non, s'il vous plaît, ça ne peut pas finir comme ça !",-1
j'aimerais ouvrir une chaîne de cupcakes dans le monde entier.,1
"Que la NCAA aille au diable. Si c'était à refaire, je le referais.",-1
"Ecoutez je suis d'accord, ma femme ressemble étonnément à sa grand-mère.",1
Les humains devaient être la clé du sens de l'existence.,1
Le tissu même de l'espace-temps s'est révélé contenir. . .,0
Je veux les faits. La vérité. Je n'ai pas menti.,1
"à force de travailler, je n'ai pas pu me marier.",-1
"Oh, mon pauvre Jacquard ! Vous tombez mal. On est en pleine inondation, là.",-1
"Je déconne. Va voir dans le frigo, je t'ai mis une petite surprise.",1
"Surpris, Apfel ? Connais-tu le jugement de Dieu, misérable ?",-1
La soupe aux nouilles épicée pour Tigresse. Avec sauce ?,0
"Avant la bataille physique, il y a la bataille psychologique.",0
... en forme. Un peu en forme. En pleine forme.,0
Je vais te blesser gravement avec ce morceau de polystyrène.,-1
Cet appareil a été bloqué sous l'épave avant le gel.,-1
et être légalement responsable de lui. Nous le connaissons à peine.,0
"Pardon, vous allez pendre qui ? Jacquard, le gueux  !",-1
"Non, ils sont des poils de chat. Du défunt grand-père.",-1
"Ouvrez les yeux, Messire Godefroy. Vous allez vous accoutumer vite.",1
"Selon Shifu, j'ignore ce que signifie être le Guerrier Dragon.",0
"Big Mike. Il dort sur mon canapé, de temps à autre.",0
"Oh ! Bien sûr, tu ne peux pas le savoir.",-1
Arrête un peu. Je suis pas si égocentrique que ça.,-1
"Hé mollo hé, tu veux qu'on se fasse jeter ?",-1
"Fatigué ? Non, je vais bien. J'aimerais te voir enseigner.",1
Tu as trop pris de ce truc. T'es complètement parano.,-1
"Non, j'étais montée chercher Bernadette. Nous avons du linge à porter à la blanchisserie.",0
"compter de cet instant, ma soupe et ma vie",0
"Ce qui leur faut maintenant, ce sont des héros virils et musclés, genre Rocky.",1
On ne sait pas ce que c'est. Je ne me sens pas en sécurité.,-1
Ils sont deux ! Il a trouvé son fils !,1
Mais garde tes autres compliments pour la fin du spectacle.,0
Merci ! Merci beaucoup ! Je suis là jusque jeudi. Essayez le veau !,1
Les nouveaux arrivants sont heureux de découvrir que la vie dans le camp,1
C'est ma 1re gifle en public. Vous l'avez fait exprès.,-1
Il faut mettre de l'eau chaude. Il faut frotter. Désolé.,-1
Il ne peut pas mettre ça. Elle ne l'aurait pas voulu.,-1
"Parfois, on fait les mauvaises choses pour les bonnes raisons.",-1
mais j'ai eu un contretemps. Ce n'est pas ma faute.,-1
Je vais lui défoncer son paillasson. T'es pas sérieux ?,-1
Mais je vais parler de lui à Londres. Les oreilles vont lui siffler.,0
C'est pour ça qu'on est dans cette tourbe !,0
Je vais bien emballer tout ça. Non. Ce ne sont pas vos affaires!,-1
Des fouines ! Elles ont du flair pour ce travail.,0
"Tu vois, ils ne sont pas comme tout le monde.",0
Et surtout le nom du chef qui a préparé ça pour moi !,1
"Oh, et puis merde ! Oui, je me branlais !",-1
Non ! Nous devons continuer. Il a besoin de moi !,-1
"Les amis... Laissez tomber, je vous apprendrai ça plus tard.",-1
Tu n'en aurais pas un plus mou ? Ce n'est pas pour dormir.,-1
J'en rêve. Je donnerais tout pour recevoir l'amour d'un enfant.,1
Il m'a fallu 500 ans pour prendre le chi d'Oogway.,1
T'as déjà dépensé tout l'argent que je t'ai donné ?,-1
Vous voulez dire que la bague du Hardi était dans la vitrine ? Je ne sais pas. Le fait est que C'est impossible ! Je veux ...,-1
"C'est toi qui devrais te faire du souci, avec une femme jeune et belle.",1
"Enfin, nous sommes arrivés dans le ventre de la bête.",0
Vous avez une fabrique de chocolat. Tout le monde le sait.,0
"En 6e, il se lança dans l'élevage de souris dalmatiennes,",0
"écoute, il y a un petit changement de programme. La fête est terminée.",-1
"Et la prochaine fois que tu lui donnes des ordres, je te casse la gueule.",-1
"Ah non, pas maraud ! Y a plus de maraud ! Oh !",-1
On sait que Custer est mort à Little Big Horn.,0
ça se passait seul à seul. Paulie n'aimait pas les conférences.,-1
Et le 1er salon de coiffure pour hommes de la Californie du Sud.,1
Il n'y a plus de temps pour la fermentation espèce de parasite sans talent!,-1
Ils ont vite pris leurs cliques et leurs claques. ça m'a fait du bien.,1
"J'ai cru à des pépites de chocolat. J'adore. Mais ça, ça a un goût,",1
"Ce soir-là, Etheline vit ses enfants sous le même toit,",0
et je le ferai. Tu me laisses une chance ?,0
"Michael, nous aimerions beaucoup que tu viennes nous voir à LSU.",1
"Tu sais, quoi ? Je vais le tuer ! Je vais le buter ce gosse !",-1
"Tu étais une petite fille, et maintenant, tu es une vraie jeune femme.",1
Merci de vous être présentés sur ce champ de bataille.,1
"Laisse-le tranquille, bordel de merde ! Dégage de là ! C'est pas vrai !",-1
"ça m'a paru bizarre, que tu dises être amoureux d'elle.",-1
Le travail de fille de soleil de demain sera notre dernier.,0
Et quelques kiosques assuront la vente des journaux de l'époque.,0
Je me languis sur fond d'automne triste. On dit ça ?,0
"Même si ça fait 10 cm, ce connard a la bougeotte.",-1
Je vais faire une chose dont je me pensais incapable.,-1
Tu vas rentrer et fermer la porte à clé. Oui ?,-1
Quelle? Tu l'as pointé sur quelqu'un. Tu aurais pu le tuer!,-1
"Ne pleurez pas, mon enfant. Les larmes abîment le visage.",-1
"Sa malle est dans la cuisine et sa chouette. Non, ma chère, j'en doute sérieusement.",-1
Et il n'y a pas de Dr McClure à Colby.,-1
"Il a eu pitié, il m'a donné du valium et m'a renvoyé chez moi.",-1
Je sais. Mais je veux que ma famille m'aime !,1
"Détendez-vous, les garçons. C'est probablement juste une première année déconner.",-1
Je suis pas là pour la drogue. Elle est à chier.",-1
Je n'arrivais pas à dormir hier soir. As-tu entendu tous ces camions de pompiers ?,-1
Ce n'est rien. J'ai dû presser ce maraud pour son lavement.,-1
Eh Jacky ! Je lance la boule et je m'éclate ! ... Allez !,1
Vous n'allez pas vers la gare par hasard ? Non ? Merci !,-1
Rien ne bougera dans cette institution tant que la séance ne sera pas terminée.,-1
Je leur dis tout ce que je sais sur toi.,0
"-Moi, j'étais carrément parti pour un truc encore plus offensif.",-1
C'est nous qui assisterons à vos funérailles et pas l'inverse !,-1
Je m'installe tous les soirs. Et le matin je suis libre ! Je t'aime.,1
Je me suis fait sodomiser l'oreille. ça te suffit pas ?,-1
"J'aurais fait un sacré président. Baisemains, joues de bébés à pincer.",-1
Je dois aller chez Barbés pour acheter une nouvelle ceinture.,0
J'ai un moyen avec les mots comme vous le savez.,0
Avez-vous une idée de ce qu'ils disent autour de Paris?,0
J'espère que tu ne te sens pas trop brouillé aujourd'hui,0
Voil pourquoi ta sur est reste anonyme et en toute sécurit.,1
"Je faisais travailler tout le monde. Même Lois Byrd, la baby-sitter.",0
C'est juste que je ne veux pas être en retard.,-1
"Tout ce que je sais, c'est m'asseoir et passer la commande.",1
"Je sais que vous avez eu un accident de voiture, mais je crois que je suis aussi choqué que vous.",-1
Mais tu gères rien du tout ! T'es complètement taré !,-1
mais je n'ai jamais rencontré un spécimen d'humanité aussi dénaturé.,-1
Cela pourrait réduire de 10 le budget carburant de Catherine.,0
Le frigo et la télé saisis pour un loyer de misère. C'est pas assez ?,-1
Je ne vois personne là-haut. Ce n'était pas Jones !,-1
"Oubliez les couvertures. Ce qu'il faut ici, c'est la diversion.",-1
"Quelque chose lui a sucé le sang et s'est envolé, je suppose !",-1
Un pas de la perfection. un pas de... Oh!,-1
La jeunesse éternelle pour celui qui boit au Graal !,1
"Il n'appartient pas a l'état, il appartient à sa famille !",-1
"S'il ne s'était pas fait un tour de reins ce soir, il serait en train de se moquer d'un pauvre type en ce moment. C'est pas moche, ça ?",-1
On divise son âme et se cache une partie de celui-ci dans un objet.,-1
"J'attaque la banque que je veux, quand je veux. Eux doivent surveiller toutes les banques.",0
"Tout ce que je souhaite, c'est avoir la chance de vivre un seul de ces moments.",1
"euh, les hommes veulent être avec les femmes qui m'aiment.",-1
"Oui, et on lui a coupé la tête et enfoncé un pieu dans le cœur.",-1
"Tous les renseignements que vous avez eus, c'est grce  moi.",1
Barney a dit que vous seriez gentille. Il est charmant.,1
Un grand merci pour m’avoir tiré de ce fort mauvais pas.,1
Je suis le monstre que les hommes de chair veulent tuer.,-1
"ça en plus de ce qu'on a vendu, on peut rembourser Omar. Yepa !",-1
"Maintenant, si vous voulez bien m'excuser, c'est à mon tour.",1
Qu'est-ce qui ne va pas avec vous? Ce n'est qu'un enfant!,-1
On a cette scène sur la cassette des meilleurs extraits.,1
Il va d'ailleurs passer parmi vous avec un chapeau. Soyez généreux.,1
Et que nous voulons bientôt le visiter. Dans son château.,0
"Qu'est-ce que tu écris en ce moment ? On parlera de mes oeuvres plus tard, Pierre. J'ai pas de très bonnes nouvelles, elle m'a appelé, tout à l'heure.",-1
"Vous avez souffert. Tu es mon frère, et je t'aime.",1
par le choix qu'il avait fait d'une princesse belle et vertueuse.,1
"Au revoir, M. Brochant. Au revoir M. Cheval et merci de vous être dérangé.",-1
Je fuirai cette terre où le diable et les siens foulent le sol.,-1
Vous voulez être un poster boy pour le cycle corps?,0
"Je vous aime, ma fille, et je veux vous épouser.",1
"On dépose ton sac à dos? Non, je le garde.",-1
C'est toi qui passes du statut d'expert comptable à celui de Charlton Heston !,1
"En fait, l'arme est assez petite. Maintenant, donnez-le moi maintenant!",-1
Les règles nous rassurent sur notre statut par rapport à l'autre.,1
"Et voilà, dès qu'on parle de pognon, y a plus personne ! Je rentre chez moi.",-1
"Si c'est assez bien pour la Douairière, impératrice de Chine,",1
"Non, je suis navrée d'être franche, mais là, on ne peut pas ouvrir la fenêtre.",-1
"Fais attention, chère Alice. Tous nos espoirs sont avec toi.",1
"J'ai compris ce que tu essaies de dire, ok, et je suis d'accord.",1
Mon disque fonctionne très bien. C'est le mécanisme qui est défectueux.,1
"Ce n'est pas fini ! Vous, foutez-moi le camp !",-1
"Je sais pas d'où ça sort, je les ai jamais vues.",-1
Et je le défendrai comme s'il était mon fils contre vous,0
"La dernière chose que je veux, c'est finir comme toi.",1
"Hé, prends-le, je te laisse celui-ci. Non, non, non, entre, Gatsby.",-1
"Marc a perdu son père très jeune. Cette assiette, c'est tout ce qui lui reste.",-1
On y a fêté notre anniversaire de mariage. Tu as regardé la télé.,0
Et c'est vraiment de la merde. La vraie merde c'est tes films. Mick.,-1
"Je vais te montrer le vrai pouvoir du chi, mon frère.",1
Je suis heureuse que cette vieille lampe fasse le bonheur d'une autre enfant.,1
je suis trop en retard sur mes commandes et je renonce,-1
"Et d'un peu de bois et de métal, bien sûr.",0
"Je le connais ? Non, tu ne l'as jamais vu !",-1
Celui que nous affrontons a la force de 20 hommes ou même plus.,1
Une gorgée et vous trouverez que tous vos efforts réussissent.,1
"Ma chérie, ce n'est pas la question. Arrêtez de m'appeler à ma chérie.",-1
"je fais tout le boulot, je prends les risques et c'est mon avion.",1
Oogway a vu quelque chose de grand en toi. Que je n'ai pas vu.,-1
Vous êtes au courant du malheur arrivé à ma sœur.,-1
Je ne pensais pas que tu étais resté dans la tente si longtemps.,-1
prend la balle et la passe à son running back.,0
"J'ai passé la journée à penser, à réfléchir sur mon travail, ma vie.",1
"""Vous êtes bien chez François Pignon, mais il n'est pas là pour l'instant, laissez un message apres l'bip bip, il vous rappellera nom d'une pipe !""",0
Désolé. Je ne donne jamais à un élève une note qu'il ne mérite pas.,-1
Je n'arrive pas à croire qu'il vous ait dit ça.,-1
... tu n'as pas le profil pour le style endurci.,-1
J'ai traversé ce pays dans tous les sens sans rien trouver.,-1
"Je pensais juste, vu qu'aucun de nous deux peut aller avec qui nous aimerions vraiment ...",-1
ça fait combien de temps que je suis là ?,0
"J'aurai quoi pour le tuyau ? Les temps sont durs, vieux.",0
Pardon de vous déranger si tard. Je vous en prie.,1
Je savais qu'on aurait dû rester ensemble. Regardez-nous maintenant !,1
... il fallait simplement se glisser à l'intérieur et disparaître pendant une heure ou deux.,-1
Je suppose que tu veux que je le répare ?,0
Il est dit que le temps n'est l'ami de personne.,-1
Ce qui fait aujourd'hui la grandeur d'un pays c'est l'espace !,1
Mais tu es ma mère. Et je n'en ai qu'une.,1
"Jusqu'à ce que la mort nous sépare, pour toujours et à jamais... Justine and Michael.",1
"C'était une balance. Dès qu'ils l'ont pincé, il a donné tout le monde.",0
"Qu'ils s'en aillent maintenant, on a l'adresse, qu'ils s'en aillent tous les deux ! Soyez gentils, arrêtez un peu.",-1
"Le château n'est pas équipé de paratonnerre ? ! C'est insensé ! C'est vrai, ici, quand la vitrine a explosé, ça a failli blesser le Président !",-1
"Pour eux, c'était qu'un job à mi-temps, mais pour moi,",0
"En cas de tuile aux syndicats ou au loto clandestin,",0
Ce garçon qui habite en face que je connais depuis toujours.,1
"Et vous vous êtes brouillés pourquoi ? Parce qu'iI tournait autour de votre femme ? Mais pas du tout, c'est moi qui la lui ai prise.",-1
Oh non. Vous n'êtes pas aussi stupide que ce gâring ?,-1
Arrêtez de délirer sur ma reum et ma tire !,-1
Ministère public : l'Etat de New York contre Henry Hill,0
Il dit que vous êtes un incapable et il parle de vous dégrader séance tenante.,-1
Ils nous rencardaient sur les marchandises qui entraient et sortaient.,0
"Dans ce cas, que Dieu vous aide dans votre quête !",1
"Quoi ? Non ! Non, tu dois rester avec nous !",-1
Les hommes deviennent fous ! Les hommes deviennent fous !,-1
"Non rien. J'ai écouté un peu malgré moi tout à l'heure. Et j'ai cru comprendre que la vôtre était partie avec quelqu'un, elle aussi. Elle n'est partie avec personne !",-1
"O.K., j'ai fait une boulette, mais je suis pas vraiment responsable,  je vous jure. N'importe qui se serait trompé. Allez-vous-en, M. Pignon.",-1
"Et il n'y a jamais rien qui marche, c'est ça que tu essaies de me dire ?",-1
"Saviez-vous et ne dites rien? Attends, vous avez une fille?",-1
"C'est un combat de boxe illicite, pas un concours de chatouilles.",-1
"J'ai fait la moitié du boulot, j'ai droit à la moitié du butin.",-1
Je serai heureuse de faire partie d'un ciel aussi beau.,1
Nous avions espéré que tu nous aiderait à le sauver.,1
"Bien entendu, le vendredi soir, Henry m'a posé un lapin.",-1
Il va avoir 18 ans dans quelques mois. ça n'aurait aucun sens de I'adopter.,-1
Je ne veux plus entendre ça. Tu ne peux pas parler comme ça.,-1
Par là. C'est plus sympa que de faire la queue.,1
"Qui est ce pauvre type ? On dirait Jacquard ! Tu me connois, là ? Qu'est-ce qu'il dit ?",-1
"Bonsoir à toutes et à tous. Bienvenue sur Alex TV dans ça fait zizir,",1
"Oh moi, je veux bien vous aider, mais si vous voulez pas, tant pis. Je ne vais pas me battre. Attendez ! On l'appelle de la part de qui ?",-1
"Les tripes sont chères, le désinfectant et la sciure aussi.",-1
Je ne sais pas. Certains ne le tiennent pas en très grande estime.,-1
"Je voulais le faire monter, mais ça n'est pas autorisé.",-1
"Non. Je roulais, et je me suis dit: ""Mais il a des lunettes, cet Indien.""",-1
N'inverse pas les rôles. Tu es prise sur le faite. Sur le fait.,-1
"-Non. Tu la revendrais derrière. C'est pas un business, pour moi.",-1
"Et il est toujours en baisse maintenant, trois ans plus tard.",-1
"Tu en prendras chez toi. Ici, c'est moi, le chef.",1
"Ils savent que vous êtes un tendre, c'est pour ça qu'ils ne payent pas.",-1
Comme tout le monde. C'est pour ça qu'ils font ça.,0
"Je voulais vous dire que Josh va bien. Il se porte bien, tout ça.",1
Du calme ! La tache est partie. C'est de l'encre qui s'efface !,1
Tu dois feindre la passion pour toutes sortes de cinglés.,0
Je ne sais pas comment vous faites. Et je ne veux pas le savoir.,-1
"Et obéis à ton seigneur, ça me ferait mal de te fouetter un jour de mariage !",-1
"Non, je ne trouve pas que ça en vaille la peine.",-1
"C'est assez. Sérieusement, le chien, arrête. Je ne rigole pas. Tu arrêtes ?",-1
et qui a bien voulu accepter lui aussi de participer à cette grand émission.,1
Sur le coup de Brooklyn ? Le type de Manhattan.,0
"Oublie, mec. Tu peux pas faire ça à Franck le soir de son anniversaire.",-1
"En attendant, mon petit ange adoré, j'ai une grosse échéance a l'usine ; une échéance capitale.",1
"Depuis toutes ces années, Tom est là, il n'a jamais eu de visite en famille.",-1
"J'ai misé 50 $. Je dois manger,  ce mois-ci.",-1
depuis que Tommy Riordan a bouleversé sa vie à Pittsburgh.,1
"N'importe quoi. Je vais là-bas, elle me le fait à 25 euros, mon pote.",-1
Attends ! C'est pas le moment de jouer les hros.,-1
Je vais me dire : "Qu'est-ce que j'ai fait ?",0
Il a brûlé et on l'a perdu. La foudre ?,-1
"M. Purvis, vos hommes ne peuvent pas traiter une femme de cette façon !",-1
Le plomb s'était logé entre deux doigts de sa main gauche.,0
J'ai le sentiment confus de m'être trompé. Ce n'est pas un bal costumé ?,-1
"Mische, masche, le malotru, te voilà devenu un cabot de rue.",-1
"J'ai déjà cherché, c'est pas ça. Il y a un message.",-1
"Sa famille, c'est que des balances. Il nous aurait balancés.",-1
Dieu t'aidera à réaliser ce que tu veux dans ton pays.,1
