,id,text,label,len
2315,4793,paulie horreur téléphone vouloir pas ,-1,5
2316,832,pas grand jude law,0,4
2317,3150,jour départ voyage antíer  appeler,0,5
2318,8425,falloir grand dextérité faire illusion bon main,1,7
2319,6123,oui raison très simple  pas simple,1,6
2320,3861,naissance dieu sourire,1,3
2321,2542, pas voir paon porte,-1,4
2322,4913,père vouloir pas rencontriez  estce pas,-1,6
2323,4950,chose devoir  entendre dislui  aime pas homme,-1,7
2324,6242,attendre pouvoir ranger virer monde,-1,5
2325,5232,dureté travail importent long heure,-1,5
2326,3066, estce  spécial samedi soir,0,4
2327,6582, raser mur semaine écouler paquet pittsburgh,-1,6
2328,1452, abattre boche,-1,2
2329,5796,cuisine salle bain fonctionner aller,1,5
2330,6054,pentagone acheter flingue grenade balle,-1,5
2331,2221,  rien faire,-1,2
2332,8976, très bête  estce faite mercredi prochain mercredi prochain rien,-1,9
2333,7272,  pas rentrer heure pétrin,-1,4
2334,657,naze ,-1,1
2335,7127,nourrir faire manger frais bio,0,5
2336,8299,crier marche pas bert faire pas confiance homme,-1,8
2337,5616,chier mettre ring,0,3
2338,3133,falloir cesser activité pêche navigation,-1,5
2339,6510,suppose taire pas navrer quitte maison,-1,6
2340,977, miser devoir manger moisci,-1,4
2341,7670,payer  voyage solo,0,3
2342,708,fou ignore pouvoir polystyrène,-1,4
2343,7723, écrire an taire mois,0,4
2344,9111,perdre tête redonne rien ’ déjà posséder,-1,7
2345,8237,veux vraiment refiler tattoo falloir bien gagne vie,1,8
2346,9606,falloir pas marlène bien faire  sale typ,-1,7
2347,1863,chien regard  côté  chien ,-1,4
2348,5469,pas  pouvoir drôle,-1,3
2349,1239,rentrer pas pas connaître propriétaire,-1,5
2350,102,mourir  envie rencontrer hina,1,4
2351,5357,Monsieur làhaut enfance difficile,-1,4
2352,4307,bon pouvoir minute,0,3
2353,9241,penser joueur  faire pied main,0,5
2354,3944,estce important  liaison,1,3
2355,9837,bouquin mauver  irai acheter droit,-1,5
2356,9808,ridicule fait ’ prendre chambre compte dormir làba emmèn  pas fiche,-1,11
2357,831,pouvoir couple jude law,0,4
2358,7602,fait mois david branlait mec fric,0,6
2359,8636,pouvoir pas faire sauter bombe trop  innocent côté,-1,8
2360,3393,téléphone tomber voir toujours soir,-1,5
2361,6008,traiter jeter an,-1,3
2362,4918,circonstance aller retenir moment,-1,4
2363,9996,femme vire  prendre panique  pas  compte suite oui  très bien très bon tactique,-1,13
2364,9564,hubert falloir cesse raconter   estce finasserie,-1,6
2365,4042,acheter drogue  argent loyer,0,4
2366,2845,décider passer mercredi loin winterset,0,5
2367,6252,merde  vraiment relou   bagnole,-1,4
2368,6301,ballon  côté aller chercher,0,4
2369,7443,taire pas faire truc  ogre,-1,5
2370,3816, avon pas beaucoup temps passer formalité,0,6
2371,7593,aller bien aller pouvoir partir  jour,1,6
2372,3940,liquide rouge coule patte,-1,4
2373,9989,vraiment désoler brochant  envie disparaître terre pouvoir pas savoir  avai envi aider pierre  mitemps falloir appeler cheval suite,-1,18
2374,2620,grâce passe journer rien foutre,1,5
2375,8387, pas obliger faire hasard rappeler,-1,5
2376,4705,ancien combattre pèr enfantsdisparu mer caspien,0,6
2377,5195,suppose fera arabella  rien décider,-1,5
2378,7059,  demander prie taisezvou jeanfrançois,-1,4
2379,9958,laisse photo jeter tête bon demande pardon vouloir boire chose petit françois,-1,12
2380,43,veux savoir faire âge,0,4
2381,5123,dis taire présenter ami granger,1,5
2382,9509,passetil  eau coule salle cinéma,-1,5
2383,7713,fille canapé  cuir falloir descendre,-1,5
2384,1482,guyhubert bloquer porte  trop peur comprendre maman,-1,7
2385,8845,vouloir prendre douche délasser débat sponsoring,0,6
2386,2814,putain grenouille maybell mourir grand,-1,5
2387,3712,savoir  jamais faire,-1,3
2388,8222,devoir repartir minuit falloir attendre an,-1,6
2389,6878,dis dis pas,0,3
2390,8723,maman doi chance  soir,1,4
2391,8009,raison  probablement potion dangereux,-1,4
2392,8139, jamais estimer méritai  bien,-1,4
2393,4196,posséder  besoin  espace,1,3
2394,3319,revien douce amie loin blême,-1,5
2395,7996,connaître doute frère aîner sirius décéder semaine,-1,7
2396,2067,rappeller bien petit morveux,-1,4
2397,5558,vieux école tourner gauche facile,-1,5
2398,1602,pouvoir aller faire tour campagne demain,0,6
2399,2552, demeuré courir toujours hyangsook,-1,4
2400,6176,faire réussi rhino sauver,1,4
2401,4409,ignorer fait  homme  épouser monstre,-1,5
2402,9976,savoir pas   passer edgar prendre téléphone,0,6
2403,720, perdu pouvoirs fonctionner,-1,3
2404,7612,savoir lien fortuner région,0,4
2405,7661, allai faire sauter serrure camion,-1,5
2406,7112,serf homme libre,1,3
2407,7869, bout  mois mère aller plaindre poste,-1,6
2408,9155,déranger pas continuer prénom voir vouloir,0,6
2409,1666, pas voir capable,-1,3
2410,1908,lieu débarrasser camion  défoncer,-1,4
2411,4526,lit  avenir mousse bière très amusant,1,6
2412,5211,pouvoir raconter chose chose vraiment terrible,-1,6
2413,4682,panda maîtriserr chi sauver monde,1,5
2414,7579,fourchette jouet important oeil bonnie moment,0,6
2415,3310,devoir rajeunir faire cour monsieur,-1,5
2416,5953, vador trahir pre,-1,3
2417,5424,vouloir pas  aime bien,1,4
2418,5605,faire très bon boulot revien,1,5
2419,6179, voir visage parti cœur briser,-1,5
2420,2750, prie  rien senti,0,3
2421,7837, pas faire pas confiance raoul,-1,5
2422,2496, pas droit venir fête,-1,4
2423,7046,sir remercier abannir roi honneur,1,5
2424,2752,béa vienstoi voir  estce ,-1,4
2425,2037, manhattan savoir,-1,2
2426,7476,devoir attendre prêtre dis parlez taisezvou jamais,-1,7
2427,3180,teint brouiller énerver,0,3
2428,7657, peine minute quell ironie,-1,4
2429,3383,réputation policier   mythe,-1,3
2430,7707, dark room devoir truc noir,-1,5
2431,3140,voyage,0,1
2432,4787,pas impossible revoir ami,-1,4
2433,4175,demander penser coulant,-1,3
2434,4674, affronte ennemi kai devenir fort,1,5
2435,6307,  envie retourner ami manquent,-1,4
2436,8794, source sûre comptesrendu évènement  pas témoin,0,6
2437,5342, devoir bien,1,2
2438,9372,[ allemand ] herr reichsminister œuf prêt pouvoir servir  chaud,0,10
2439,6668,voir comprend amy  larguer,-1,4
2440,363,travailler  pas pouvoir marier,-1,4
2441,3315,mme terrible charle prie,-1,4
2442,6658,vouloir amy savoir toujours pas lincoln assassiner,-1,7
2443,819, baron vivre  estce pas,-1,4
2444,8243,gamin sniffe pice mr mettez youtube,-1,6
2445,8520,falloir mois videur  gagner heure,-1,5
2446,2203,disque platine futur seron vip,1,5
2447,1612, jamais sim,0,2
2448,7397,faire machine collègue temps,0,4
2449,8852,oui hurler pas  jacquard pas sourd,-1,6
2450,1598,vautil risque martin famille,0,4
2451,3440,aller rendezvou  pas rendezvou,-1,4
2452,3338,commandant navette seigneur vador arriv,0,5
2453,4286,touche beaucoup venir anniversaire,1,4
2454,7422, envoyer voler secret venir offrir,0,5
2455,8671,dame ascot  toujours bienvenue,0,4
2456,6221,désoler Monsieur place ,-1,3
2457,5172,temps devoir éviter malentendu,-1,4
2458,5069,faire chier    pas,-1,3
2459,7962,chose public vouloir savoir,1,4
2460,1511,rester général salle,0,3
2461,1260, pas besoin  attendre venir,0,4
2462,6740,mourir pouvoir essuyer bave menton,-1,5
2463,3156,aller espérer voir sortir,0,4
2464,2706,pas  billet,-1,2
2465,9404,tomber chose  étrange morceau magie très,-1,6
2466,6972,luxe moyenne gamm fils pute,-1,5
2467,9018,donf point  bite hanche,-1,4
2468,6386, estce fai colonel vincent vouloir voir immédiatement,0,7
2469,536,ditesvous import  vrai,-1,3
2470,3698,lasses pas rabûcher,1,3
2471,2565,porter chemise rouge jour disparition,-1,5
2472,358,aller pas renvoyer,0,3
2473,4684,aller montrer vrai pouvoir chi frère,1,6
2474,8555, rien foutre anniversaire fai soirée,-1,5
2475,210,nom  enfant écrire pied,0,4
2476,4695,plomb  loger doigt main gauche,0,5
2477,9307,vouloir jamais revoir pays lmaginair,-1,5
2478,6583,saigne veine  arrose con an,-1,5
2479,216,bo  embarqu pas làdedans cowboy enfant,-1,6
2480,1319,dis bizarre,-1,2
2481,4411,endroit sûr dison aunt lottie heidelberg exemple,1,7
2482,3703,continu creuser  déjà trouver,0,4
2483,9878, pas vrai  inviter vouloir  étudier  emmener dûner aller voir paraître  fabuleux,-1,11
2484,4366,gagnepain ménage,1,2
2485,2018,essayer  élargisseur quotier intellectuel,0,4
2486,7365,françois faire construction extraordinaire petit allumette vraiment,1,7
2487,6021, estce voir mouton poussièr,1,4
2488,2465,ll  pas vérité porte,-1,4
2489,134,pouvoir vivre lire jour,-1,4
2490,3087,remercier vouloir ’ inviter royaume,1,5
2491,7023,famille  faire descendre stups histoire dope,-1,6
2492,4676,taire croire savoir pas garder secret,0,6
2493,1512,insinuation dégrader finir michel,-1,4
2494,886,conseille tenue sobre ,0,3
2495,8704,ii an compagnon voter terre,0,5
2496,5952,voir servir boire endroit dangereux,-1,5
2497,3424,scottie  estce fai vie,0,4
2498,7922, attraper tique marcher  herbe,-1,4
2499,4480, aider complètement nunuche,1,3
2500,8750,devoir souligner ’ étudiant parvient brasser potion,-1,7
2501,7055,faire mijaurée an braderie curé,0,5
2502,4071,grandpèr croit fondateur  compagnie devoir diriger,0,6
2503,6303,arrivant heureux découvrir vie camp,1,5
2504,9045,savoir frotte croire donne envi,-1,5
2505,1981,enfermer cabine spatial jour,-1,4
2506,5394, fou conner aller voir saïd rentre,-1,6
2507,2055,commencer  ouvrir,1,2
2508,1422,joindre nobles espoir peuple,1,4
2509,9538,savoir rien chose faisai dirai pas,-1,6
2510,9189, pas boulot gosse an sorstoi crâne,-1,6
2511,3441,bien vraie fille soleil  estce pas,1,6
2512,1024,monde entier pouvoir voir cher ville bismuth,1,7
2513,1050,aller marcher  eau ramener,-1,4
2514,4579,pas homme lieue ronde,0,4
2515,110,quartier kiter quartier arakawer quartier taito quartier sumider quartier shibuya,0,10
2516,3794,sûr  pas oublier faire,1,4
2517,9730, sauter ligne répertoire falloir  écrire petit  fout raccrochez,-1,8
2518,2981,savoir  rôle préférer mignon,1,4
2519,2650,enceint père,0,2
2520,112,peuxtu ester  écart odeur vieillard,-1,5
2521,4634, vieux renard aller pousser faute,0,5
2522,8719, toujours béguin voyai amy,1,4
2523,2585, mettre paire chaussette oublier pas  changer,-1,6
2524,4262,oui  bonjour venir babysitting,0,4
2525,3207,manuscrit moine raconter  histoire chevalier,0,5
2526,6356,papy aller pas scier meuble,1,5
2527,9127,an aller crever taule  pas besoin,-1,6
2528,3707,réalisme totalement dépourvoir savoir,-1,4
2529,4433,accent savoir,-1,2
2530,1771,aller faire chose,1,3
2531,601,diteur livre potentiel,-1,3
2532,2950,payer bon baise taire  planté,-1,5
2533,6488, inquiet pas cher  attaquer pas animal gros,1,7
2534,4583,astu perdre tête chat roi,0,5
2535,4953, yardley  rencontrer ashleigh journal  école,0,5
2536,9705,godefroy revien devergoigneuse sang christ poursuivre ours,0,7
2537,979, bon santé bromure,1,3
2538,7598, jouet pouvoir franchir  écraser cible,-1,5
2539,6434,  impression  falloir ministre débat,0,4
2540,3039,  équipe razorback monde,0,3
2541,3236, honte pouvoir grandpèr,-1,3
2542,5408,retrouve entourer gamin an,0,4
2543,1161,nom faire constat,0,3
2544,2668,cabinet  déranger pas,1,3
2545,501,pilonn,-1,1
2546,5975,ca devenir dur braquer banque,-1,5
2547,2984,remercion amener ami,1,3
2548,9277,aller pas recommencer  dûner  amuse trouve sinistre,-1,7
2549,476,dominer paysage sportif weekend,1,4
2550,7613,luxe faire construire bâtiment,-1,4
2551,206,donner bonnie,0,2
2552,9008,bien taire savoir pas ferai  faux,0,6
2553,2318,problème payer mensualité femme,0,4
2554,8481,savoir  chose soir échec  bien voir,0,6
2555,735,chatte dégriffer débrouiller,-1,3
2556,952,habite étage  meilleur,1,3
2557,4022,mari véreux devoir construire détourner richesse,-1,6
2558,7910,veux pas jur aller sentir douleur,-1,6
2559,5977,savoir pas arriver,0,3
2560,6056,compte  aller faire truc,0,4
2561,1174,oui  beau  loin oui,1,4
2562,9168,  œuf savoir petit petit chose  éclore,0,6
2563,8292,savoir désigner contact médical michael  école,0,6
2564,4228,tomber guerre mondial iceberg,-1,4
2565,8176,messir godefroy réapparaître pas  emmurer vivant oubliette château,-1,8
2566,1335,voir bruno balançoire,0,3
2567,4148, falloir faire profiter monde,1,4
2568,829,usine entier dédier cheesecake,0,4
2569,3873, pas pleurer,-1,2
2570,5740,michael nick alliez discuter living room,-1,6
2571,6106,manière  rappeler faire simple song,1,5
2572,6772,pouvezvous diviser  âm exemple  estce pas,-1,6
2573,4252,estu bon dieu sortir pas cler tir,-1,7
2574,9394,souvenir appel parent  arrêtaient pas mettre garde,-1,7
2575,9326,pouvoir reculer vouloir besoin petit,0,5
2576,8657, créer aimer pouvoir penser  savoir,0,5
2577,1353,papa  devoir attraper quelquechose voyage,0,5
2578,8738, pote kiffer  thune,-1,3
2579,2632, pas hauteur client petit merde,-1,5
2580,1956,navrer arrivée déplaire  ordre,0,4
2581,5572,oeil type genre doute,0,4
2582,3604,ralph avancer  argent contrat société,-1,5
2583,3244,graal devoir pas franchir dalle sceller,0,6
2584,4929,croiseur matériel saboter,-1,3
2585,9070,rappeler loyer passer mois,0,4
2586,7395, emmèn compteur pari heure,0,4
2587,9231,pouvoir elise pas,0,3
2588,3185,taille couleur oeil hmmm,0,4
2589,2293,aha  pas prince potion luimême,0,5
2590,1147, espèce très  an,0,3
2591,162,pouvoir  arm valise,0,3
2592,8419,brave prêt ligoter jeune femme ravissant,1,6
2593,7606,savoir tendre   payer pas,-1,4
2594,2673,parlezmoi montreron  pas mur,0,4
2595,3865, taire partie mre campagne,0,4
2596,9075, honteux pas  accord vouloir pas trinquer,-1,6
2597,9435,voir  dingue croire  faire nuire  surréaliste,-1,6
2598,1102,pas cervell savoir  vouloir baiser,1,5
2599,8553, pas voir venir faire  coup,-1,5
2600,3983,vol acapulco oui heure,-1,4
2601,62, tort caresser mme miller,-1,4
2602,6483,pouvoir aller jardin petit,0,4
2603,1120,devoir supposer  akula anéantir,-1,4
2604,9963,veux bien aider vouloir pas pis aller pas battr attendre  appeler part,-1,12
2605,4280,connai  estce  fout,0,3
2606,3458, avai prier journée beau temps lendemain,1,6
2607,7142, couch bout min rappelle,0,4
2608,7350,soir  amener maison pleuvoir,1,4
2609,9867,hésiter revenir faire très gros bêtise  essayer convaincre rentrer apparemment gros bêtise,-1,12
2610,4701,service temps enfant,1,3
2611,4342,menacer faire cramer schaudel  utiliser pas,-1,6
2612,1035,soumettre pas devoir,-1,3
2613,8699,commencer pas  truc faire merde clé,-1,6
2614,9673,désoler  répondeur  peutêtre mieux adieu pierre,1,6
2615,2717,fouine flair travail,0,3
2616,1312,papa vouloir luimême,0,3
2617,2768,ami   grand lit,0,3
2618,2486,charme peutil  user pouvoir faiblir,1,5
2619,1642,grue vol veux,-1,3
2620,5640,fous gueule  rien,-1,3
2621,4004, grâce retrouver piste,-1,3
2622,8187, perdre trace messire comte grand lâcheté  hostellerie,-1,7
2623,2968,lawrence taylor meilleur joueur défensif nfl,1,6
2624,3343, besoin barge matre,0,3
2625,5998,prier cœur passer porte sanctuaire,1,5
2626,6374,rime enfantillage pouvoir,-1,3
2627,1336, habitude  enseigner jeune gretel bruno,0,5
2628,8834,concerne  aime quartier ’ pas envie partir,1,7
2629,2936,barber bookie tête brique,-1,4
2630,5900,charle simms excuser responsabilité incident,1,5
2631,4221,savoir admirer paysage silence intellectuel  assomment,1,6
2632,1782,chose vouloir  finir,1,3
2633,3586,chose noble  jouet pouvoir faire,1,5
2634,2655, bordel rien fousmoi paix,-1,4
2635,7451,temps penser pas vrai,-1,4
2636,7323,aller nullepart  rien faire venir chicago,-1,6
2637,579,travail vie arrêt connerie,-1,4
2638,6318,pas trop sévère rigide  application loi,-1,6
2639,8774,vouloir taire saches  découvrir secret,0,5
2640,8534,fille danger chien sauve vilain anglais comprendre,1,7
2641,8149,devoir aller   beau monde,1,4
2642,4936,voir explique présence tigre cerf,0,5
2643,897, jamais pouvoir savoir,-1,3
2644,7988, pas appeler  côté théâtre interne,0,5
2645,8115,noel coupe téléphone ok  pas réunion mondain,-1,7
2646,1537,oui pouvoir français  estce masquerade,0,5
2647,5190,faire bêtisier projeter grand écran,0,5
2648,6967,tueur soigneusement faire nœud autour cou victime,-1,7
2649,7398,type bout rangée,0,3
2650,6251,voir  marrant  cool décoince,1,4
2651,4924,chic typ  jamais rencontrer,1,4
2652,2841, mal morale famille américain,-1,4
2653,8824,prochain donne ordre casser gueule,-1,5
2654,2134,gagnant  gagnant  écoute,1,3
2655,5004,taire savoir oublier sortir sœur aîné,0,6
2656,9687,truc  rajouter petit goutte bière  battre oeuf  adresse bordel,-1,9
2657,7375,estce  inviter dûner con brochant,0,5
2658,6256,truc malade sonia fai rêver,-1,5
2659,2540,arriver venir ,1,2
2660,5246, ambitieux jonathan  oblige utiliser machine,0,5
2661,5788,faire faire sauver piaf,1,4
2662,61,règle veux tampon,0,3
2663,7594,besoin jouet pouvoir  écraser  armoir gabby,0,6
2664,8602,sûr toutpuissant  pas envoyer veiller,-1,5
2665,6088,train peler taire délire,-1,4
2666,7022,pas genre femme tomber enfant,0,5
2667,7718, profite jamais éclater,-1,3
2668,2155, train balancer nestor téléphone,0,4
2669,2958,aller rester temps  falloir fermela,0,5
2670,2219,aller vivre  pas fric,-1,4
2671,8977,oui  ouvrage  projet vague,-1,4
2672,9409, compte  faire impliquer,1,3
2673,8145, mec fbi analysent truc machin,0,5
2674,4770,puisj tête  air très gros,-1,5
2675,5684,grand fort ii falloir très grand très fort,1,8
2676,8236,oncle pèr,0,2
2677,6360, accord mamina  risquer   planquer escalier,-1,5
2678,12,faire virée famille voir mamie,0,5
2679,4315, con flic cul,-1,3
2680,1012,pouvoir pas arriver bébé  abigail,-1,5
2681,9756,voir robbie fils femme ménage père mettre voile an,0,9
2682,4144,croismoi douleur  effacer  effacer,1,4
2683,4319, voir  témer,-1,2
2684,1905,fai pas frankie johnny déconne pas  argent,-1,7
2685,2234,putain finale venir,-1,3
2686,6667,gros ponte cinéma traîne,0,4
2687,8854,jeanpierre tombe hyper bien falloir mettre foin poubelle,1,8
2688,9814, pas acheter droit livre téléphoner essayer savoir femme,-1,8
2689,7492,taire retourne  taire venir pas vrai pote,-1,7
2690,8293,import  gosse trouver venir prendre soin,1,6
2691,7628,fardeau taire  compte  espère,-1,4
2692,7942, st film million dollar rollie  pas satifer,-1,7
2693,1988,inquiéter pas  regarder,1,3
2694,2878,trouve  gros ardoise celuilà,-1,4
2695,1270, pas jeter coup  îil,-1,4
2696,7969,mère veux pas mettre barre,0,5
2697,4886,trépigner croire  nommer,-1,3
2698,4023,fai scout pinecone toujours partir  aventure,1,6
2699,8578, aimerais bien pénis rien  heure voir faire,0,7
2700,8823,vrai homme passer pas nuit nana toucher,-1,7
2701,6641,pouvoir pas refuser reine fête,0,5
2702,8640,bourdelle héléna bourdell prier ach ja  excus aller appeler boubou,-1,10
2703,2640,cœur cesse,1,2
2704,4392, nom savoir pas exister nomlà,0,5
2705,8242, envie croire maybell étoile ciel,0,5
2706,1180,allez  pas grave aller mieux,-1,5
2707,7706,aller manège cool làba allez aller,1,6
2708,4965,faire pouvoir pas,0,3
2709,5043, pas plaisir vouloir pas,-1,4
2710,7160, habitude pas besoin dur perdre,-1,5
2711,8443, savoir joue soir double rôle,0,5
2712,9195,dieu pouvoir rescussiter mort raison dieu pouvoir rescussiter mort,-1,9
2713,2353,trouve mec vaill peine,1,4
2714,6073,vouloir nihal necla  heure,0,4
2715,717,agente  homme  îil vert suppose,0,5
2716,9491,michel brocher  parent michel brocher  pas impossible habitetil,-1,8
2717,3476,estce faire mal fugueur  estce pas,-1,6
2718,9265,pas planqu falloir compte  penser,-1,5
2719,9184, pas  idée  point devoir difficle,-1,5
2720,858, pas  obligation  aimerais  accompagne,0,4
2721,2367,puisse imaginer,-1,2
2722,8550,devoir pas livrer quelqu  peutêtr  réclame pas,-1,7
2723,1088,rester vieux obstiné asseoir cul,-1,5
2724,7033,femme gagner vie grâce chose frivole,-1,6
2725,4760, rien voir chine  estce pas,-1,5
2726,6117, arrête pas femme laid insignifiant,-1,5
2727,9457, petit partir vivre réserve flandreau père mort,-1,7
2728,5171, rien voir pas  honoraire,-1,4
2729,5698,salut sean salut leigh ann  cousin bobby bon année,1,9
2730,726,aller jeter poivre cayenne,-1,4
2731,3545, vus  autoroute,0,2
2732,3355,rbellion cras skywalker devenir ntre,-1,5
2733,658,pas coup main  bon,1,4
2734,4575,exactemer meunier exactemer veille grain revoir,1,6
2735,4724,catherine utilise  huile tournesol vole vraiment,1,6
2736,1220,sérieux  envie faire fai pas flippette,-1,6
2737,4804,  bordel  foutre fourrure,-1,3
2738,3288,professeur faite très attention presse,-1,5
2739,2669, jamais rencontrer spécimen  humanité dénaturer,-1,5
2740,7184,compte venir perdre livre,-1,4
2741,9885,excusezmoi  ligne agent rappeler minute numéro,0,6
2742,4626,lampe marche pas  cogner poutre,-1,5
2743,6903,meilleur ami  homme meilleur ami singe,1,6
2744,7298,débrouillezvou   occupe rien nou couron désastre,-1,6
2745,2420,mourir faim manger vieux fou,-1,5
2746,8948, jamais mener enquête criminel terrain vie,-1,6
2747,5539,violon basse mandoline guitare banjo,0,5
2748,394,homme pouvoir supporter langue vipère,-1,5
2749,2146,fous gueule  horreur,-1,3
2750,545,insistent écrive mémoire doisje faire,-1,5
2751,9118,pouvoir déclencher chose étrange  esprit  homme  femme,0,7
2752,6162,semaine difficile  moitié  trouver,-1,4
2753,1064,pardon  passer  faute,-1,3
2754,2320,décrire réalité violence làdedan,-1,4
2755,4750,cinémer expert show business savoir,0,5
2756,8430,vite prendre clique claque  faire bien,1,6
2757,2125,mettre boul ,0,2
2758,5472,voir bien transforme culdenonne,-1,4
2759,2905,fous muhammad bruce lee,0,4
2760,2222,pauvreter cité  venir,0,3
2761,8686, face  gag faire minuithuit heure,1,5
2762,4147,vouloir pas  voir  souvien,-1,4
2763,9158,partir aller toilette revenir paquet,0,5
2764,2149,penser  pouvoir drogue,0,3
2765,6168, réflexe aiguiser maître  art  furtif,1,5
2766,9047, alex mec gentil connaître con,0,5
2767,635,pourtant beau oui  vrai,1,4
2768,7544, ennui  prendrai muette,-1,3
2769,338,souvenir article  fleur steppe ,0,4
2770,3267,voir tête aller faire petitsenfant,0,5
2771,2387,monde  faire,0,2
2772,7428,vouloir entendre taire pouvoir pas,-1,5
2773,3389,désarmer français complètement con type,-1,5
2774,5692, tuohy  pas besoin travailler,-1,4
2775,8513, ventre notable  émanciper,1,3
2776,9786, pas vrai  con dûner   oui,-1,5
2777,9973,pas débarquer type pleine nuit savoir femme làba ouvrir pas  très méfier meneal,-1,13
2778,2142,taire fous vouloir pas avancer con,-1,6
2779,6216, pas occuper poisson déjà nourrir,1,5
2780,4174,aller faire fille chose ,1,4
2781,1721,vouloir burger virée cimetière,0,4
2782,3110,  aborder reconnaître pas,0,3
2783,6145,regard mettre fin  esclavage guerre sécession,1,6
2784,3377,aller chicago faire blé,0,4
2785,9489, pas demeuré cheval  meilleur contrôleur boîte,1,6
2786,230, partie boutique plaire,1,3
2787,1082,faire an voir coin,0,4
2788,3528,vendeur chapeau rôle mesure,0,4
2789,2992,estce michael ristourne familial taco bell,0,6
2790,6904,exalter   mangouste làdedan,1,3
2791,7851,taire pouvoir pas faire chose veux,-1,6
2792,2406,perdre quotidiennement sang,-1,3
2793,836,fonctionne mitraillette,0,2
2794,488,retenir  attention média  interroge toujours,-1,5
2795,6787,dsol aller passer goldman sachs,0,5
2796,5218,di passemoi biscuit grenade,0,4
2797,8173,minute tard morale   toujours vision,0,5
2798,9985, pas roussin   bien ll mme brochant pas femme contrôleur fiscal,-1,10
2799,430,femme terre fille bout monde,1,5
2800,2988,table nuit lampe réveillematin,0,4
2801,6355,clair manquer place discute pas,-1,5
2802,9182,mère rappeler savoir vouloir taper soir,0,6
2803,2783,oui banque apprécier énormémer grand famille,1,6
2804,8537,fixe cadenas vraiment fort aller  enflammer mettre fondre,-1,8
2805,7974,prénom exactemer femme,1,3
2806,5524,pas compte toujours hélico,-1,4
2807,9121, service devoir jaune  point prêt,-1,5
2808,8393,pignon lucien rappeler  service demander,0,5
2809,962, oublion pas  espèce,-1,3
2810,961,ficus côté  pas forme,-1,4
2811,5581, estce raconte  pas système,-1,4
2812,7051,mi mi petit chat mi mi,1,6
2813,2861,jour  recevoir lettre notaire,-1,4
2814,2576,chef croire  insenser,1,3
2815,7393,penser venir voir retourne pari,0,5
2816,9611, avai pas pouvoir pas  arrêter bosser nuit mariage,0,8
2817,9063,minute pied maison solution,0,4
2818,985, pas enlever chaussure vien  fous,-1,5
2819,9876, prie aller bague jacquard comprendre très bien  hubert malade   pas responsable acte,-1,12
2820,1909,télé journal faire foin pas,-1,5
2821,4390,emmèn garçon remise jardin,0,4
2822,7322, aime baseball cinéma vêtement qualité voiture rapide,1,7
2823,8062,hâte parent  devoir faire,-1,4
2824,8391,revenir  virer  envoyer droit meneal,-1,5
2825,8445,justine pouvoir chose merveilleux,-1,4
2826,7425,,0,0
2827,3144,pas pouvoir communiquer difficile,-1,4
2828,6187,pouvoir trouver faire an  recherche,0,5
2829,2016,protégera père veillera,0,3
2830,6866, entraîner acte passion plancher,-1,4
2831,7540,peutêtre préviendrai vérité fait,0,4
2832,4543, pas déprimer  résoud problème,-1,4
2833,7216,demander veiller saison fête,1,4
2834,5255,prendre mer tempête venir nulle part,-1,6
2835,8784,pouvoir pas voir  fils pas inculper,-1,6
2836,531,problème aller bien,1,3
2837,4085,pouvoir rien mettre regard boîte,1,5
2838,7133, sentiment pouvoir pas expliquer enfant meurt,-1,6
2839,462, entraîne pas type connaître pas,-1,5
2840,158,désoler veux pas rater bus,-1,5
2841,8325,dodeliner gros tête intention inavouable,-1,5
2842,5570, apitoyer pas forcer rester,-1,4
2843,5869, faillir incinérer noyer découper morceau,-1,5
2844,1665,faire mauvais chose bon raison,-1,5
2845,317,lancer vaste enquête durer mois,-1,5
2846,5112,estce draco maman ressembler,0,4
2847,7347, irrésistible  inviter malheureux moquer soirée,-1,5
2848,1367,sir noble vouloir pas quitter terre,-1,6
2849,8052, estce fai descend aller apprendre,1,5
2850,3597,vendai pas arme fou gâchette,-1,5
2851,927, rencontrer kit prostituer  convaincre,1,4
2852,5102,animer battle,1,2
2853,3955,quelqu  faire  falloir risque,1,4
2854,1267, trop hont père  faire plan,-1,5
2855,7650,changer pas point virgule corriger pas,-1,6
2856,1502,éviter tête moment wa,0,4
2857,6174,taire pouvoir pas  pas superforce superaboiement,-1,6
2858,2298,harry devoir aller slughorn,-1,4
2859,6218, finale  peutêtre pas prochain,-1,4
2860,9828,regardez voulezvou  concentrer prospecting nom dieu  bague hardi,-1,8
2861,2834, noter  pas aller,-1,3
2862,2514,pouvoir refuser servir vouloir,0,4
2863,2186,pouvoir aller bout monde ami,1,5
2864,1556,envoie roi charmante fille perdrix,1,5
2865,1188,malheureusement aller obliger demander partir,-1,5
2866,3067,tire très bien jour,1,4
2867,8193,excusezmoi perdre faite rallye,-1,4
2868,1883,rentre maison   attendre,-1,3
2869,6344,vendre roll rester toujours talbot papy,0,6
2870,6896, bout cité abandonner reine gardent kip ,0,6
2871,6422,bourre quiche boire énorme pinte bière,0,6
2872,7768,supposer  épouser  vrai  décevoir,-1,4
2873,6333,fils toujours savoir intention,1,4
2874,6200,veux entrer faire  amour suite,0,5
2875,8887,demande sacrifier enfant joue jeu sadique tester foi,-1,8
2876,4669,pèr pouvoir joindre hall  entraînement,0,5
2877,5999,police venir bureau traitent enlèvement,-1,5
